adm1,sum_pop,mean_pop,min_pop,max_pop,sum_2012,sum_2013,sum_2014,sum_2015,sum_2016,sum_2017,sum_2018,sum_2019,sum_2020,perc_2012,perc_2013,perc_2014,perc_2015,perc_2016,perc_2017,perc_2018,perc_2019,perc_2020
DZA.31,179758.5,42.3,24.6,63.5,104216.8,104813.9,103324.4,103146.4,104247.8,104405.7,104506.4,105599.1,105407.8,0.5798,0.5831,0.5748,0.5738,0.5799,0.5808,0.5814,0.5874,0.5864
DZA.32,1220354.4,166.0,92.8,265.6,1064011.3,1064188.8,1048723.9,1060910.3,1048958.5,1048829.1,1060743.4,1048583.9,1060514.6,0.8719,0.872,0.8594,0.8693,0.8596,0.8594,0.8692,0.8592,0.869
DZA.33,442778.1,104.9,63.1,146.8,354461.5,354729.0,351334.4,347434.2,351945.0,351687.7,347496.2,352292.3,347299.8,0.8005,0.8011,0.7935,0.7847,0.7949,0.7943,0.7848,0.7956,0.7844
DZA.34,486774.5,134.1,70.5,236.3,330343.9,332427.2,320303.4,320943.9,323820.0,320401.0,316949.1,315031.5,314006.4,0.6786,0.6829,0.658,0.6593,0.6652,0.6582,0.6511,0.6472,0.6451
DZA.35,543726.6,153.2,91.7,262.5,369829.8,379091.0,366502.3,373596.7,370190.2,366954.5,368677.6,372013.8,371549.9,0.6802,0.6972,0.6741,0.6871,0.6808,0.6749,0.6781,0.6842,0.6833
DZA.36,253431.0,61.4,32.6,102.4,159314.6,159733.0,154660.9,157022.9,156020.1,154466.7,157100.2,158193.6,158195.8,0.6286,0.6303,0.6103,0.6196,0.6156,0.6095,0.6199,0.6242,0.6242
DZA.37,1132589.2,249.7,165.7,418.2,835962.0,841186.8,820378.3,818654.5,824697.8,822284.4,816774.2,817721.7,815965.3,0.7381,0.7427,0.7243,0.7228,0.7282,0.726,0.7212,0.722,0.7204
DZA.38,456668.8,229.2,156.4,327.3,343953.2,342648.2,337778.6,343906.3,337098.8,334120.7,340245.1,334333.8,343658.2,0.7532,0.7503,0.7397,0.7531,0.7382,0.7316,0.7451,0.7321,0.7525
DZA.39,686441.3,210.5,149.8,315.8,498824.1,503643.3,487210.0,483080.4,490682.2,489334.5,483053.4,487263.3,478679.7,0.7267,0.7337,0.7098,0.7037,0.7148,0.7129,0.7037,0.7098,0.6973
DZA.4,2507190.8,217.1,121.5,442.1,2253705.2,2253705.2,2231478.2,2214251.6,2231478.2,2231478.2,2214251.6,2229589.1,2214251.6,0.8989,0.8989,0.89,0.8832,0.89,0.89,0.8832,0.8893,0.8832
DZA.40,346461.3,107.4,61.4,213.8,222059.3,224052.3,217950.2,222000.6,222958.2,220880.9,222631.6,221182.9,221827.7,0.6409,0.6467,0.6291,0.6408,0.6435,0.6375,0.6426,0.6384,0.6403
DZA.41,129514.5,18.5,11.2,23.9,62820.3,62864.3,61640.9,61356.8,62005.3,62044.5,61689.2,62968.8,62132.9,0.485,0.4854,0.4759,0.4737,0.4788,0.4791,0.4763,0.4862,0.4797
DZA.42,497949.8,100.8,47.2,175.4,314563.4,318999.9,315764.8,311066.8,317850.4,315753.1,312079.5,314266.7,308951.2,0.6317,0.6406,0.6341,0.6247,0.6383,0.6341,0.6267,0.6311,0.6204
DZA.43,667123.9,184.0,94.2,301.1,391979.4,397790.5,392274.9,393691.6,394164.6,389769.1,384394.3,388011.0,388819.7,0.5876,0.5963,0.588,0.5901,0.5908,0.5843,0.5762,0.5816,0.5828
DZA.44,46914.1,2.1,0.8,3.4,11783.2,12017.3,11461.2,12658.9,21150.5,22108.7,22585.1,22919.7,22897.7,0.2512,0.2562,0.2443,0.2698,0.4508,0.4713,0.4814,0.4885,0.4881
DZA.45,453535.2,175.6,111.6,260.6,344643.9,343059.2,332631.0,341531.9,332338.7,331324.5,339745.8,328608.3,339395.3,0.7599,0.7564,0.7334,0.753,0.7328,0.7305,0.7491,0.7245,0.7483
DZA.46,278636.1,94.1,50.2,206.6,152825.5,157047.7,151234.9,151777.5,150185.2,148207.6,145429.2,149486.5,151965.4,0.5485,0.5636,0.5428,0.5447,0.539,0.5319,0.5219,0.5365,0.5454
DZA.47,795136.2,226.9,186.9,284.6,604302.8,601971.9,590142.8,594328.7,592527.1,590970.6,592853.0,588404.6,590740.8,0.76,0.7571,0.7422,0.7475,0.7452,0.7432,0.7456,0.74,0.7429
DZA.48,701510.0,217.7,142.9,318.1,538400.4,537078.4,519625.4,523451.0,523572.9,521922.1,522163.4,523365.6,524067.7,0.7675,0.7656,0.7407,0.7462,0.7464,0.744,0.7443,0.7461,0.7471
DZA.5,488049.4,84.1,24.9,164.8,394241.3,395232.9,392656.1,381442.3,395255.1,394570.3,382859.3,388597.0,379131.6,0.8078,0.8098,0.8045,0.7816,0.8099,0.8085,0.7845,0.7962,0.7768
DZA.6,889438.2,284.7,120.0,505.0,640835.5,644549.2,622968.1,633698.2,630612.6,628048.9,633901.3,624094.3,630950.9,0.7205,0.7247,0.7004,0.7125,0.709,0.7061,0.7127,0.7017,0.7094
DZA.7,199651.8,46.5,35.8,71.6,129891.2,130236.2,130687.8,129528.4,131118.6,131056.6,130106.5,129880.5,129977.1,0.6506,0.6523,0.6546,0.6488,0.6567,0.6564,0.6517,0.6505,0.651
DZA.8,661907.0,187.5,133.0,256.5,495460.7,494368.9,481753.7,488185.2,485332.2,483259.3,488491.3,482078.0,488336.9,0.7485,0.7469,0.7278,0.7375,0.7332,0.7301,0.738,0.7283,0.7378
DZA.9,586140.1,132.4,77.8,211.3,391999.2,398707.3,390424.0,396757.8,395911.5,395328.7,399756.0,395777.4,397763.2,0.6688,0.6802,0.6661,0.6769,0.6755,0.6745,0.682,0.6752,0.6786
ECU.1,432998.2,1031.8,901.9,1236.4,289585.8,289430.9,264133.5,268962.3,264456.8,263962.9,268422.1,273163.8,270354.1,0.6688,0.6684,0.61,0.6212,0.6108,0.6096,0.6199,0.6309,0.6244
ECU.10,2227751.7,2426.2,1919.7,2989.0,1473396.5,1475627.6,1450713.0,1398333.3,1449873.4,1447249.6,1383803.1,1439402.7,1404424.6,0.6614,0.6624,0.6512,0.6277,0.6508,0.6496,0.6212,0.6461,0.6304
ECU.11,242259.5,604.8,525.0,707.1,158391.9,158141.0,151353.3,147890.8,151200.9,151498.4,148097.1,148945.2,150047.9,0.6538,0.6528,0.6248,0.6105,0.6241,0.6254,0.6113,0.6148,0.6194
ECU.12,264398.2,1429.2,1220.4,1922.5,134251.5,135581.3,126384.0,126445.2,126859.8,126991.3,125676.4,129982.8,127915.3,0.5078,0.5128,0.478,0.4782,0.4798,0.4803,0.4753,0.4916,0.4838
ECU.13,474438.7,2290.7,1901.1,2813.9,272230.5,277585.9,270724.8,244655.6,262178.8,264610.9,230786.4,268192.8,256168.9,0.5738,0.5851,0.5706,0.5157,0.5526,0.5577,0.4864,0.5653,0.5399
ECU.14,834828.7,2407.6,2112.3,2775.9,457744.0,460633.2,445545.2,438936.9,442960.3,444365.0,433139.7,453591.6,455135.3,0.5483,0.5518,0.5337,0.5258,0.5306,0.5323,0.5188,0.5433,0.5452
ECU.15,92601.7,2793.5,2539.6,3134.8,33640.9,35024.5,34636.3,34258.9,35741.1,36065.7,33053.1,37258.8,37194.0,0.3633,0.3782,0.374,0.37,0.386,0.3895,0.3569,0.4024,0.4017
ECU.16,73560.5,514.5,474.0,583.6,37092.2,37840.5,36396.9,37771.0,36917.7,37512.8,37535.3,38337.1,39430.1,0.5042,0.5144,0.4948,0.5135,0.5019,0.51,0.5103,0.5212,0.536
ECU.17,97703.8,479.8,427.1,525.3,50686.3,51217.2,49631.3,51361.4,50502.0,50901.1,51580.8,51640.7,51106.9,0.5188,0.5242,0.508,0.5257,0.5169,0.521,0.5279,0.5285,0.5231
ECU.18,53953.9,628.3,529.8,1948.7,28546.9,28446.8,27085.1,29592.1,27376.1,27405.6,29268.4,27559.2,30070.0,0.5291,0.5272,0.502,0.5485,0.5074,0.5079,0.5425,0.5108,0.5573
ECU.19,1598730.2,819.2,691.0,935.0,1197759.5,1197831.8,1166095.7,1207666.9,1166017.8,1166867.0,1206648.3,1160937.0,1208848.8,0.7492,0.7492,0.7294,0.7554,0.7293,0.7299,0.7548,0.7262,0.7561
ECU.2,107062.2,361.6,295.1,475.7,45956.9,46131.3,42405.4,41434.5,43849.1,45114.7,43854.1,47162.6,45772.3,0.4293,0.4309,0.3961,0.387,0.4096,0.4214,0.4096,0.4405,0.4275
ECU.20,196606.1,380.9,348.1,428.7,138965.0,138856.3,130153.3,133774.8,130201.3,130037.0,132881.1,134005.8,134358.7,0.7068,0.7063,0.662,0.6804,0.6622,0.6614,0.6759,0.6816,0.6834
ECU.21,261046.3,684.8,593.4,761.2,162067.3,160044.0,147069.7,157072.2,146412.4,149291.2,159928.9,158909.4,163831.0,0.6208,0.6131,0.5634,0.6017,0.5609,0.5719,0.6126,0.6087,0.6276
ECU.22,112474.3,929.2,868.6,1073.2,61721.7,61632.2,62553.0,61936.6,63194.9,62861.4,60408.4,61035.1,60421.9,0.5488,0.548,0.5562,0.5507,0.5619,0.5589,0.5371,0.5427,0.5372
ECU.23,299161.8,833.1,788.4,1025.8,187653.0,187954.1,186069.9,196042.1,186263.3,186365.7,196371.0,181786.7,196668.4,0.6273,0.6283,0.622,0.6553,0.6226,0.623,0.6564,0.6077,0.6574
ECU.24,54661.7,2340.8,2262.5,2387.9,21429.6,20821.1,22340.4,21747.4,22620.9,22847.7,21045.3,23375.9,22742.5,0.392,0.3809,0.4087,0.3979,0.4138,0.418,0.385,0.4276,0.4161
ECU.3,128409.0,721.1,306.5,1206.2,71943.6,71903.2,70677.9,69839.6,70873.9,70625.2,69279.5,70514.1,69938.7,0.5603,0.56,0.5504,0.5439,0.5519,0.55,0.5395,0.5491,0.5447
ECU.4,93547.0,1035.4,973.1,1126.7,55021.7,55167.5,52644.5,49623.7,52267.9,52373.1,48659.7,52576.4,49282.7,0.5882,0.5897,0.5628,0.5305,0.5587,0.5599,0.5202,0.562,0.5268
ECU.5,272649.9,1289.1,1127.8,2064.7,148372.5,150616.0,147674.2,135728.1,149235.1,148543.3,133984.1,148745.8,140495.9,0.5442,0.5524,0.5416,0.4978,0.5474,0.5448,0.4914,0.5456,0.5153
ECU.6,246451.2,623.6,482.4,782.0,123765.2,124505.7,127602.7,128266.5,126947.7,127242.5,128770.1,124363.0,132774.9,0.5022,0.5052,0.5178,0.5205,0.5151,0.5163,0.5225,0.5046,0.5387
ECU.7,358575.0,622.9,498.2,766.8,258285.6,258295.7,245973.7,243626.3,246182.1,246327.1,242803.1,245548.8,244027.9,0.7203,0.7203,0.686,0.6794,0.6866,0.687,0.6771,0.6848,0.6805
ECU.8,305208.9,1065.1,875.0,1351.8,164489.2,164334.3,155277.1,159202.8,155486.4,156352.2,157623.1,158505.9,164481.2,0.5389,0.5384,0.5088,0.5216,0.5094,0.5123,0.5164,0.5193,0.5389
ECU.9,16098.8,91.1,68.1,99.3,10713.6,10691.2,10125.0,10999.6,10234.7,10223.7,11044.5,10843.7,11103.8,0.6655,0.6641,0.6289,0.6833,0.6357,0.6351,0.686,0.6736,0.6897
EGY.1,3973941.3,438.2,235.2,693.0,2682464.6,2678253.3,2625653.7,2545060.6,2628834.3,2627643.1,2547902.7,2592153.1,2544012.4,0.675,0.674,0.6607,0.6404,0.6615,0.6612,0.6412,0.6523,0.6402
EGY.10,3295764.7,408.2,259.6,613.8,2190500.0,2192220.4,2068647.9,2016171.8,2069145.7,2071073.1,2019754.4,2079720.5,2017421.7,0.6646,0.6652,0.6277,0.6117,0.6278,0.6284,0.6128,0.631,0.6121
EGY.11,5598256.3,3887.9,1460.8,7082.1,3311774.0,3311752.9,3178709.7,2839802.4,3178887.2,3178887.2,2839802.4,3209815.8,2839802.4,0.5916,0.5916,0.5678,0.5073,0.5678,0.5678,0.5073,0.5734,0.5073
EGY.12,3354133.3,691.7,238.9,1395.4,2151708.1,2151708.1,1978259.3,1851161.6,1978259.3,1978259.3,1851161.6,1989704.1,1851161.6,0.6415,0.6415,0.5898,0.5519,0.5898,0.5898,0.5519,0.5932,0.5519
EGY.13,1055128.3,336.0,138.1,552.6,576984.6,576984.6,535137.2,585510.8,535137.2,535137.2,585510.8,515703.4,585510.8,0.5468,0.5468,0.5072,0.5549,0.5072,0.5072,0.5549,0.4888,0.5549
EGY.14,140485.5,22.7,20.9,23.1,71738.1,72386.1,68292.7,66916.9,68346.3,68304.4,66533.8,68559.6,65976.3,0.5106,0.5153,0.4861,0.4763,0.4865,0.4862,0.4736,0.488,0.4696
EGY.15,412520.5,128.0,32.4,218.9,242212.8,242852.8,229958.5,237019.1,230778.7,230131.3,236389.0,233025.9,236885.5,0.5872,0.5887,0.5574,0.5746,0.5594,0.5579,0.573,0.5649,0.5742
EGY.16,4294273.0,1007.4,328.0,1763.8,2638373.9,2638039.7,2526872.5,2511279.9,2528459.0,2526764.6,2507237.2,2518786.9,2501398.9,0.6144,0.6143,0.5884,0.5848,0.5888,0.5884,0.5839,0.5865,0.5825
EGY.17,891428.5,175.3,128.4,214.0,567165.2,566472.3,553162.1,513191.7,553609.4,553852.5,512964.2,547687.1,514297.1,0.6362,0.6355,0.6205,0.5757,0.621,0.6213,0.5754,0.6144,0.5769
EGY.18,2695508.1,632.9,470.0,936.9,1598819.3,1599271.4,1533933.3,1491644.3,1535719.9,1536611.1,1492358.5,1531698.4,1492914.9,0.5931,0.5933,0.5691,0.5534,0.5697,0.5701,0.5536,0.5682,0.5539
EGY.19,1836198.1,288.5,203.8,327.7,1186387.3,1187435.6,1137676.4,1157417.5,1139987.1,1139092.0,1159459.5,1131446.3,1160239.9,0.6461,0.6467,0.6196,0.6303,0.6208,0.6204,0.6314,0.6162,0.6319
EGY.2,216470.6,346.1,324.1,368.3,136746.8,136377.1,130784.2,135770.6,131153.5,131332.9,135886.0,130071.7,135671.9,0.6317,0.63,0.6042,0.6272,0.6059,0.6067,0.6277,0.6009,0.6267
EGY.20,450022.0,650.2,274.7,1265.8,259193.3,259168.6,253598.3,258139.2,253777.3,254166.3,259065.0,244464.0,259476.7,0.576,0.5759,0.5635,0.5736,0.5639,0.5648,0.5757,0.5432,0.5766
EGY.21,896333.3,231.0,132.9,379.9,598079.6,598088.4,577278.4,554278.7,577482.5,576566.7,553966.6,563322.9,553501.5,0.6673,0.6673,0.644,0.6184,0.6443,0.6433,0.618,0.6285,0.6175
EGY.22,108604.7,202.4,186.0,242.2,63179.3,63420.1,61240.7,62528.2,61441.6,61496.0,62555.5,59734.4,62988.5,0.5817,0.584,0.5639,0.5757,0.5657,0.5662,0.576,0.55,0.58
EGY.23,2116884.7,130.9,84.1,238.7,1386340.7,1378893.9,1304915.9,1307406.2,1314800.5,1311630.1,1302313.8,1294263.9,1288041.7,0.6549,0.6514,0.6164,0.6176,0.6211,0.6196,0.6152,0.6114,0.6085
EGY.24,288885.1,112.5,99.4,123.4,157844.0,158776.9,153426.0,151799.9,151543.9,151962.2,151824.2,151166.4,152623.4,0.5464,0.5496,0.5311,0.5255,0.5246,0.526,0.5256,0.5233,0.5283
EGY.25,1748212.3,338.4,258.2,861.4,1049091.0,1049059.8,974917.0,993575.4,975778.4,975511.2,993685.7,994043.3,992918.2,0.6001,0.6001,0.5577,0.5683,0.5582,0.558,0.5684,0.5686,0.568
EGY.26,285148.2,236.7,139.2,959.0,149108.9,148701.8,137839.3,127391.2,124801.8,112622.9,106422.0,111514.8,111385.7,0.5229,0.5215,0.4834,0.4468,0.4377,0.395,0.3732,0.3911,0.3906
EGY.27,2896974.6,564.3,388.0,800.3,1738923.4,1738609.5,1642369.2,1657978.1,1642683.8,1642824.5,1658626.1,1625647.0,1659211.5,0.6003,0.6001,0.5669,0.5723,0.567,0.5671,0.5725,0.5612,0.5727
EGY.3,3825616.1,916.7,756.7,1072.4,2505371.4,2506249.8,2378361.3,2347409.9,2372385.1,2370274.0,2343014.8,2371246.7,2333728.7,0.6549,0.6551,0.6217,0.6136,0.6201,0.6196,0.6125,0.6198,0.61
EGY.4,2062074.9,140.2,99.9,213.9,1334876.5,1335746.9,1247448.6,1309135.2,1247266.4,1246867.8,1308923.3,1267500.9,1307631.4,0.6473,0.6478,0.6049,0.6349,0.6049,0.6047,0.6348,0.6147,0.6341
EGY.5,3163847.5,432.3,163.6,617.2,2152682.9,2152485.0,2077171.4,2080635.6,2077411.6,2077113.2,2080445.6,2061811.1,2079690.4,0.6804,0.6803,0.6565,0.6576,0.6566,0.6565,0.6576,0.6517,0.6573
EGY.6,3244057.6,1114.6,645.8,1596.2,2273937.7,2274458.6,2230769.2,2236409.8,2229766.5,2228978.0,2234463.2,2186226.2,2229925.6,0.701,0.7011,0.6876,0.6894,0.6873,0.6871,0.6888,0.6739,0.6874
EGY.7,776402.0,143.7,29.9,332.6,478155.8,477090.2,461854.6,434423.1,462038.9,461586.4,433308.5,443137.2,432119.8,0.6159,0.6145,0.5949,0.5595,0.5951,0.5945,0.5581,0.5708,0.5566
EGY.8,5572496.0,1593.4,432.4,3229.0,3454514.2,3454514.4,3192818.6,2854340.5,3193495.9,3193421.3,2854619.0,3088535.5,2854687.1,0.6199,0.6199,0.573,0.5122,0.5731,0.5731,0.5123,0.5542,0.5123
EGY.9,2601333.7,252.7,167.6,383.4,1643146.2,1642951.7,1564093.2,1631030.4,1564493.8,1563357.4,1629813.8,1551668.6,1630268.5,0.6317,0.6316,0.6013,0.627,0.6014,0.601,0.6265,0.5965,0.6267
ERI.1,452312.4,88.4,67.6,120.2,183499.2,179121.2,153030.2,149693.3,153517.0,151702.6,154424.2,140218.7,138740.4,0.4057,0.396,0.3383,0.331,0.3394,0.3354,0.3414,0.31,0.3067
ERI.2,794557.1,2884.3,2741.3,2884.4,162185.6,165967.3,155046.1,160020.0,153806.5,157395.1,157913.4,146294.4,148364.8,0.2041,0.2089,0.1951,0.2014,0.1936,0.1981,0.1987,0.1841,0.1867
ERI.3,70518.5,630.0,630.0,630.0,15529.2,15484.3,15911.5,11801.7,16271.2,16001.5,11891.6,13627.1,11104.9,0.2202,0.2196,0.2256,0.1674,0.2307,0.2269,0.1686,0.1932,0.1575
ERI.4,614627.5,154.7,154.3,174.7,26026.4,18972.6,17216.3,17204.3,14339.0,18072.3,21746.3,19213.6,11473.6,0.0423,0.0309,0.028,0.028,0.0233,0.0294,0.0354,0.0313,0.0187
ERI.5,608834.9,126.5,126.5,148.1,48328.8,38099.7,33250.6,33107.9,30445.0,31865.0,32731.1,33319.8,33534.9,0.0794,0.0626,0.0546,0.0544,0.05,0.0523,0.0538,0.0547,0.0551
ERI.6,407083.0,184.8,170.1,296.1,77173.0,73724.0,68710.3,70174.2,71587.3,68929.1,67162.5,60668.4,60432.8,0.1896,0.1811,0.1688,0.1724,0.1759,0.1693,0.165,0.149,0.1485
ETH.1,1950874.9,28.6,3.2,101.4,1294662.1,1294689.9,1157922.0,1153461.9,1157922.0,1157922.0,1153461.9,1189843.0,1153461.9,0.6636,0.6636,0.5935,0.5913,0.5935,0.5935,0.5913,0.6099,0.5913
ETH.10,11304358.4,322.7,208.5,594.1,1122758.8,1177059.0,1179766.5,1192118.6,1195698.6,1186855.6,1111645.4,1095643.4,1142399.2,0.0993,0.1041,0.1044,0.1055,0.1058,0.105,0.0983,0.0969,0.1011
ETH.11,3232170.5,79.8,56.8,287.2,470882.5,487127.6,487809.6,505347.7,506695.1,515699.7,520724.4,501744.9,496945.3,0.1457,0.1507,0.1509,0.1563,0.1568,0.1596,0.1611,0.1552,0.1537
ETH.2,998204.0,267.5,44.6,1437.9,107760.8,104751.6,105342.4,97204.8,99698.7,96426.2,85941.1,86386.7,79889.6,0.108,0.1049,0.1055,0.0974,0.0999,0.0966,0.0861,0.0865,0.08
ETH.3,12353550.8,259.9,105.2,663.7,1101536.2,1142565.2,1105661.6,1040798.9,1100591.5,1077537.5,1015344.2,1035455.2,997263.8,0.0892,0.0925,0.0895,0.0843,0.0891,0.0872,0.0822,0.0838,0.0807
ETH.4,601247.6,33.1,20.6,52.9,42886.3,65597.3,56115.8,60153.3,59657.3,57026.2,42955.3,41674.5,41732.0,0.0713,0.1091,0.0933,0.1,0.0992,0.0948,0.0714,0.0693,0.0694
ETH.5,253312.5,25.9,6.0,53.9,54219.8,54895.9,65536.7,67002.6,64980.1,64577.6,68765.9,53908.7,69295.8,0.214,0.2167,0.2587,0.2645,0.2565,0.2549,0.2715,0.2128,0.2736
ETH.6,271187.7,73.0,48.9,569.7,29158.2,32584.6,31179.5,37486.9,36080.6,39099.3,35913.4,39331.5,34212.0,0.1075,0.1202,0.115,0.1382,0.133,0.1442,0.1324,0.145,0.1262
ETH.7,136848.6,9.9,6.0,9.9,23030.1,24604.6,24973.3,24037.9,27494.2,31940.4,27101.8,30823.7,27272.4,0.1683,0.1798,0.1825,0.1757,0.2009,0.2334,0.198,0.2252,0.1993
ETH.8,20755344.1,189.5,105.4,685.6,2366833.6,2456658.9,2410682.7,2375593.6,2354891.0,2347392.2,2222431.9,2222377.6,2174391.5,0.114,0.1184,0.1161,0.1145,0.1135,0.1131,0.1071,0.1071,0.1048
ETH.9,3275507.0,338.3,129.1,9065.4,346285.4,385148.0,347999.0,378122.9,421554.9,439650.7,416299.9,416554.1,450985.5,0.1057,0.1176,0.1062,0.1154,0.1287,0.1342,0.1271,0.1272,0.1377
FSM.1,26847.8,1081.5,808.5,2016.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSM.2,3414.3,37.9,20.6,93.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSM.3,21210.3,164.4,121.9,666.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSM.4,6395.2,277.1,260.5,321.2,0.0,0.0,2065.6,2095.1,1898.1,1361.0,1918.3,0.0,1934.5,0.0,0.0,0.323,0.3276,0.2968,0.2128,0.3,0.0,0.3025
GAB.1,374048.0,1194.6,1020.3,1442.8,110506.5,113548.8,110906.1,102886.3,109174.0,109918.5,181418.7,0.0,104727.3,0.2954,0.3036,0.2965,0.2751,0.2919,0.2939,0.485,0.0,0.28
GAB.2,215503.1,65.2,38.0,155.2,75717.4,76759.9,70934.9,67507.1,70188.7,69331.1,120768.5,0.0,65556.9,0.3514,0.3562,0.3292,0.3133,0.3257,0.3217,0.5604,0.0,0.3042
GAB.3,35100.0,14.9,4.5,172.6,11705.6,11701.2,11136.1,11486.3,9573.4,9785.9,12392.7,0.0,11178.5,0.3335,0.3334,0.3173,0.3272,0.2727,0.2788,0.3531,0.0,0.3185
GAB.4,52026.2,52.2,27.3,116.0,13609.8,13243.2,13198.7,12776.1,12806.7,12726.2,17706.7,0.0,13422.4,0.2616,0.2545,0.2537,0.2456,0.2462,0.2446,0.3403,0.0,0.258
GAB.5,25843.8,129.2,125.8,136.2,10564.6,10478.4,9797.6,9470.1,9716.8,9853.6,9193.6,0.0,9248.0,0.4088,0.4055,0.3791,0.3664,0.376,0.3813,0.3557,0.0,0.3578
GAB.6,33428.2,30.0,30.0,33.9,12215.7,12061.5,11447.7,10617.5,11185.0,10904.5,12081.4,0.0,10539.5,0.3654,0.3608,0.3425,0.3176,0.3346,0.3262,0.3614,0.0,0.3153
GAB.7,38436.7,20.5,17.9,32.0,11005.3,10729.9,7793.7,7505.6,8301.7,8635.9,18061.1,0.0,8921.8,0.2863,0.2792,0.2028,0.1953,0.216,0.2247,0.4699,0.0,0.2321
GAB.8,65442.2,158.0,155.6,159.9,28899.8,28828.3,29207.0,28577.5,29210.7,29272.0,43634.7,0.0,28521.6,0.4416,0.4405,0.4463,0.4367,0.4464,0.4473,0.6668,0.0,0.4358
GAB.9,101214.0,55.3,42.2,57.8,23140.5,22332.5,20586.0,23010.5,21713.5,21860.3,41096.4,0.0,24680.0,0.2286,0.2206,0.2034,0.2273,0.2145,0.216,0.406,0.0,0.2438
GHA.1,285341.9,357.1,330.4,380.4,102245.3,106048.3,103638.4,106801.4,118032.5,119757.1,124957.4,127935.6,126081.3,0.3583,0.3717,0.3632,0.3743,0.4137,0.4197,0.4379,0.4484,0.4419
GHA.10,368329.4,288.0,236.8,351.0,98780.0,93024.8,90390.7,105972.7,121986.3,129429.9,136412.5,141889.5,154389.4,0.2682,0.2526,0.2454,0.2877,0.3312,0.3514,0.3704,0.3852,0.4192
GHA.11,315605.1,683.1,625.0,742.7,56612.6,59410.7,63900.3,67464.1,83587.4,86310.3,84270.5,88239.0,100304.6,0.1794,0.1882,0.2025,0.2138,0.2648,0.2735,0.267,0.2796,0.3178
GHA.12,595282.4,380.9,354.2,412.5,135055.1,134784.9,120774.6,138973.4,165790.9,174268.8,164556.6,181518.0,185114.6,0.2269,0.2264,0.2029,0.2335,0.2785,0.2927,0.2764,0.3049,0.311
GHA.13,414379.3,329.6,286.3,388.9,88687.9,97942.9,96271.7,112317.7,136861.3,143833.0,140681.7,147468.9,150274.7,0.214,0.2364,0.2323,0.2711,0.3303,0.3471,0.3395,0.3559,0.3627
GHA.14,926509.0,405.2,341.5,462.6,516386.4,538714.5,517352.6,535018.8,558669.8,561709.7,580643.5,574717.0,594163.9,0.5573,0.5814,0.5584,0.5775,0.603,0.6063,0.6267,0.6203,0.6413
GHA.15,1002936.0,390.3,302.0,465.2,536389.5,545900.4,523781.3,553582.7,550414.0,552276.3,588917.0,573981.2,595615.8,0.5348,0.5443,0.5222,0.552,0.5488,0.5507,0.5872,0.5723,0.5939
GHA.16,406684.4,255.0,200.8,313.8,131851.8,132070.9,123931.5,117111.6,134319.6,130286.1,141675.1,143362.9,145601.8,0.3242,0.3248,0.3047,0.288,0.3303,0.3204,0.3484,0.3525,0.358
GHA.2,3003398.0,1026.5,837.5,1351.4,2171888.6,2184479.3,2156925.9,2178782.5,2194302.3,2193158.0,2218906.0,2208220.8,2239511.1,0.7231,0.7273,0.7182,0.7254,0.7306,0.7302,0.7388,0.7352,0.7457
GHA.3,550010.0,326.2,291.8,347.2,256154.3,266813.8,241396.0,256898.1,266030.4,260872.8,276492.4,289270.5,302410.7,0.4657,0.4851,0.4389,0.4671,0.4837,0.4743,0.5027,0.5259,0.5498
GHA.4,556299.8,378.9,334.6,419.9,231788.6,247399.6,244663.5,247001.9,273083.0,279014.6,294879.5,295087.5,303374.5,0.4167,0.4447,0.4398,0.444,0.4909,0.5016,0.5301,0.5304,0.5453
GHA.5,1357989.1,518.5,423.5,626.7,843527.6,857268.4,824995.3,845451.9,860013.2,869003.1,886450.4,884800.9,897171.0,0.6212,0.6313,0.6075,0.6226,0.6333,0.6399,0.6528,0.6516,0.6607
GHA.6,1569284.6,740.6,581.2,812.3,813636.7,822322.3,776595.8,755840.4,838739.3,845406.0,864771.0,879447.2,898260.5,0.5185,0.524,0.4949,0.4816,0.5345,0.5387,0.5511,0.5604,0.5724
GHA.7,2529024.1,292.3,206.2,422.8,2207832.7,2211518.1,2184463.3,2186662.8,2190688.9,2191424.1,2193842.9,2198383.7,2195477.0,0.873,0.8745,0.8638,0.8646,0.8662,0.8665,0.8675,0.8693,0.8681
GHA.8,295256.4,294.7,250.6,318.7,80596.8,77736.5,68048.5,74740.3,93939.3,100975.3,102190.4,115287.0,123207.3,0.273,0.2633,0.2305,0.2531,0.3182,0.342,0.3461,0.3905,0.4173
GHA.9,952565.7,1583.7,1451.4,1682.7,381102.5,404607.3,371834.0,381409.0,426579.7,440553.8,439638.4,439040.4,470864.0,0.4001,0.4248,0.3903,0.4004,0.4478,0.4625,0.4615,0.4609,0.4943
