adm1,sum_pop,mean_pop,min_pop,max_pop,sum_2012,sum_2013,sum_2014,sum_2015,sum_2016,sum_2017,sum_2018,sum_2019,sum_2020,perc_2012,perc_2013,perc_2014,perc_2015,perc_2016,perc_2017,perc_2018,perc_2019,perc_2020
MWI.19,158107.5,102.5,33.4,398.1,16296.6,12466.5,12026.3,13366.7,13811.2,13602.8,12595.3,14466.1,13774.7,0.1031,0.0788,0.0761,0.0845,0.0874,0.086,0.0797,0.0915,0.0871
MWI.2,700447.0,72.3,9.8,2099.5,488152.3,489731.6,483533.6,483466.4,484932.9,484085.6,481863.8,483187.9,484016.3,0.6969,0.6992,0.6903,0.6902,0.6923,0.6911,0.6879,0.6898,0.691
MWI.20,224222.8,205.6,78.8,1054.8,35028.8,33802.2,30304.6,31954.3,31019.2,32032.7,33170.1,33067.4,33185.9,0.1562,0.1508,0.1352,0.1425,0.1383,0.1429,0.1479,0.1475,0.148
MWI.21,151868.8,99.0,45.5,634.3,30550.7,27528.4,25885.9,25837.7,23639.8,22604.6,21250.9,23792.0,23342.9,0.2012,0.1813,0.1704,0.1701,0.1557,0.1488,0.1399,0.1567,0.1537
MWI.22,343252.2,68.5,9.3,565.5,28554.4,24439.4,24184.2,24057.7,22494.0,24894.7,23670.1,25400.6,26193.0,0.0832,0.0712,0.0705,0.0701,0.0655,0.0725,0.069,0.074,0.0763
MWI.23,167023.3,50.7,15.5,229.5,12006.2,10562.4,10601.3,10274.8,9472.8,10114.2,9640.1,11038.9,10841.8,0.0719,0.0632,0.0635,0.0615,0.0567,0.0606,0.0577,0.0661,0.0649
MWI.24,227065.3,23.2,9.1,405.1,14997.4,13908.6,13306.3,12619.0,12343.7,11578.4,9722.6,10542.9,10183.0,0.066,0.0613,0.0586,0.0556,0.0544,0.051,0.0428,0.0464,0.0448
MWI.25,129322.9,56.0,13.7,169.5,21536.5,17746.6,16199.0,17210.5,16056.5,15739.1,14923.0,15682.4,15839.1,0.1665,0.1372,0.1253,0.1331,0.1242,0.1217,0.1154,0.1213,0.1225
MWI.26,253278.2,109.2,18.8,3925.7,38266.6,35969.2,37596.8,35900.9,35512.0,37193.4,35760.2,36030.0,35433.3,0.1511,0.142,0.1484,0.1417,0.1402,0.1468,0.1412,0.1423,0.1399
MWI.27,430381.2,98.9,26.3,439.3,68766.7,58089.9,57720.1,55526.6,48941.5,48809.0,41527.3,42392.7,46917.7,0.1598,0.135,0.1341,0.129,0.1137,0.1134,0.0965,0.0985,0.109
MWI.28,471221.8,81.0,17.1,630.1,93461.1,89708.4,85278.3,80354.0,80473.9,81299.0,75347.7,75216.6,77444.4,0.1983,0.1904,0.181,0.1705,0.1708,0.1725,0.1599,0.1596,0.1643
MWI.3,312194.0,132.9,49.4,2017.6,64389.5,55922.5,56666.8,50105.3,49480.3,50381.6,46037.8,48867.1,53286.1,0.2062,0.1791,0.1815,0.1605,0.1585,0.1614,0.1475,0.1565,0.1707
MWI.4,201124.3,35.7,7.4,94.7,44543.9,32595.3,33479.8,27431.9,31856.9,31982.3,27425.1,30328.2,30561.6,0.2215,0.1621,0.1665,0.1364,0.1584,0.159,0.1364,0.1508,0.152
MWI.5,134204.1,37.8,7.9,137.5,16721.7,15446.9,10713.4,12519.0,11182.7,10909.7,12922.0,13379.7,13742.6,0.1246,0.1151,0.0798,0.0933,0.0833,0.0813,0.0963,0.0997,0.1024
MWI.6,452853.1,251.7,22.3,1007.1,32304.7,28416.5,27592.0,27885.3,27158.4,28098.8,27199.4,27732.0,29482.7,0.0713,0.0627,0.0609,0.0616,0.06,0.062,0.0601,0.0612,0.0651
MWI.7,418881.0,129.5,36.0,2112.0,37233.9,33547.6,30827.3,30566.6,29614.1,30833.6,28996.9,30812.4,32791.5,0.0889,0.0801,0.0736,0.073,0.0707,0.0736,0.0692,0.0736,0.0783
MWI.8,204462.6,94.8,30.9,576.7,38864.1,34112.2,27685.4,31117.4,27562.3,28205.6,32211.5,30133.5,33961.0,0.1901,0.1668,0.1354,0.1522,0.1348,0.1379,0.1575,0.1474,0.1661
MWI.9,460917.8,169.5,60.8,853.0,50892.0,46833.3,44995.4,43482.8,44491.9,43502.6,40944.2,41615.7,40670.1,0.1104,0.1016,0.0976,0.0943,0.0965,0.0944,0.0888,0.0903,0.0882
MYS.1,1967140.6,286.7,181.3,414.5,927044.5,926527.0,889460.5,923497.4,889609.5,889563.3,922867.9,1265941.9,1317136.6,0.4713,0.471,0.4522,0.4695,0.4522,0.4522,0.4691,0.6435,0.6696
MYS.10,130498.8,7.6,4.4,10.0,83396.4,83379.5,82463.2,82018.3,82459.4,82452.1,82012.9,83902.3,84819.1,0.6391,0.6389,0.6319,0.6285,0.6319,0.6318,0.6285,0.6429,0.65
MYS.11,918731.9,152.7,100.8,227.7,310335.7,310335.7,294336.8,301053.2,294336.8,294336.8,301053.2,581116.1,610775.8,0.3378,0.3378,0.3204,0.3277,0.3204,0.3204,0.3277,0.6325,0.6648
MYS.12,38021.3,12.7,10.3,16.5,16151.2,16151.2,13325.0,11887.8,13325.0,13325.0,11887.8,20072.1,16119.1,0.4248,0.4248,0.3505,0.3127,0.3505,0.3505,0.3127,0.5279,0.4239
MYS.13,1995029.5,2042.4,1956.0,2141.9,801903.9,850111.7,833380.8,826990.2,839241.3,847208.8,831379.2,1005740.6,1005535.3,0.402,0.4261,0.4177,0.4145,0.4207,0.4247,0.4167,0.5041,0.504
MYS.14,1417330.0,587.4,504.2,672.2,546839.0,524944.5,529994.1,535596.5,523434.8,530440.7,544953.2,788563.2,799375.4,0.3858,0.3704,0.3739,0.3779,0.3693,0.3743,0.3845,0.5564,0.564
MYS.15,3300758.3,152.5,85.9,268.8,929608.7,929573.1,878104.1,876876.4,878086.7,878078.0,876789.5,2110773.4,2087622.4,0.2816,0.2816,0.266,0.2657,0.266,0.266,0.2656,0.6395,0.6325
MYS.16,588592.4,109.3,83.7,149.4,330388.0,330127.8,304710.8,309369.3,304813.8,305096.6,309306.5,366460.2,370170.9,0.5613,0.5609,0.5177,0.5256,0.5179,0.5183,0.5255,0.6226,0.6289
MYS.2,1138120.1,121.8,93.6,169.5,674120.4,673460.9,630837.3,640398.7,630952.5,630836.2,640394.5,740946.6,748350.6,0.5923,0.5917,0.5543,0.5627,0.5544,0.5543,0.5627,0.651,0.6575
MYS.3,853551.1,81.5,65.3,109.9,480792.1,480431.9,461405.5,462977.7,461505.8,461478.9,463536.8,516505.8,519530.1,0.5633,0.5629,0.5406,0.5424,0.5407,0.5407,0.5431,0.6051,0.6087
MYS.4,1022040.5,23.5,11.2,50.6,30111.7,30111.7,29987.7,32324.6,29987.7,29987.7,32324.6,613056.6,637833.3,0.0295,0.0295,0.0293,0.0316,0.0293,0.0293,0.0316,0.5998,0.6241
MYS.5,49045.4,9.4,9.4,9.4,21699.5,21699.5,18049.9,20627.4,18049.9,18049.9,20627.4,29569.2,30023.7,0.4424,0.4424,0.368,0.4206,0.368,0.368,0.4206,0.6029,0.6122
MYS.6,486564.0,69.9,54.8,102.1,230959.4,230959.4,222524.2,215722.1,222524.2,222524.2,215722.1,281829.3,262572.5,0.4747,0.4747,0.4573,0.4434,0.4573,0.4573,0.4434,0.5792,0.5396
MYS.7,587349.8,49.2,20.8,111.0,257205.4,256881.7,243115.7,247143.0,243167.5,243126.1,247057.9,366360.4,374634.7,0.4379,0.4374,0.4139,0.4208,0.414,0.4139,0.4206,0.6238,0.6378
MYS.8,840053.3,126.0,70.0,259.8,477554.5,474674.1,439780.1,446161.7,438756.7,437890.9,441876.8,496029.6,504266.8,0.5685,0.5651,0.5235,0.5311,0.5223,0.5213,0.526,0.5905,0.6003
MYS.9,1353078.5,167.8,124.5,348.2,596075.1,595407.8,571504.2,568832.1,570610.0,570753.6,568870.2,888232.5,886694.3,0.4405,0.44,0.4224,0.4204,0.4217,0.4218,0.4204,0.6565,0.6553
NAM.1,54138.9,128.0,68.1,747.6,26595.1,27414.0,27481.6,24726.7,27895.4,28002.2,25317.8,27672.0,25315.8,0.4912,0.5064,0.5076,0.4567,0.5153,0.5172,0.4676,0.5111,0.4676
NAM.10,115750.2,65.3,31.5,203.9,42698.9,43689.8,41015.8,42455.0,43766.0,43241.9,43012.8,45203.1,44688.8,0.3689,0.3774,0.3543,0.3668,0.3781,0.3736,0.3716,0.3905,0.3861
NAM.11,120466.9,96.5,47.6,280.6,17972.6,18368.9,19024.8,19429.3,20303.0,19778.0,19506.0,19870.1,20246.6,0.1492,0.1525,0.1579,0.1613,0.1685,0.1642,0.1619,0.1649,0.1681
NAM.12,96157.7,34.3,7.5,225.6,45942.8,45933.6,41186.1,42338.0,42375.0,41656.0,42535.4,42012.5,42370.6,0.4778,0.4777,0.4283,0.4403,0.4407,0.4332,0.4424,0.4369,0.4406
NAM.13,60786.1,28.3,9.9,175.9,18844.3,19386.7,20381.8,21009.5,21742.9,21686.7,21119.9,21842.0,20658.2,0.31,0.3189,0.3353,0.3456,0.3577,0.3568,0.3474,0.3593,0.3399
NAM.2,113708.1,66.0,22.9,1785.0,74394.5,74507.9,73345.0,69222.6,73583.7,73680.1,69552.4,70847.9,69593.1,0.6543,0.6553,0.645,0.6088,0.6471,0.648,0.6117,0.6231,0.612
NAM.3,55772.1,33.8,10.5,176.9,31194.7,31418.4,28349.3,28734.9,28616.7,28534.1,28821.2,29991.1,28810.2,0.5593,0.5633,0.5083,0.5152,0.5131,0.5116,0.5168,0.5377,0.5166
NAM.4,146261.3,135.6,72.8,322.7,40618.2,42076.7,39534.1,38076.6,40709.6,39939.1,36977.7,39735.3,36198.3,0.2777,0.2877,0.2703,0.2603,0.2783,0.2731,0.2528,0.2717,0.2475
NAM.5,250743.0,232.0,19.1,2344.9,148244.6,148284.3,147795.7,142513.6,147776.3,147730.7,142489.9,134372.5,142426.7,0.5912,0.5914,0.5894,0.5684,0.5894,0.5892,0.5683,0.5359,0.568
NAM.6,59916.2,175.1,120.7,506.7,14505.7,14632.8,13059.5,13315.4,13911.8,13297.7,13087.1,13415.5,12976.7,0.2421,0.2442,0.218,0.2222,0.2322,0.2219,0.2184,0.2239,0.2166
NAM.7,157289.1,57.2,32.7,271.9,14425.8,16621.3,14930.5,13692.3,16077.5,16243.4,14969.9,17766.5,16637.5,0.0917,0.1057,0.0949,0.0871,0.1022,0.1033,0.0952,0.113,0.1058
NAM.8,47386.2,33.3,14.3,133.2,14716.9,14650.5,13147.4,13642.0,13383.8,13298.6,13814.1,13641.3,13654.9,0.3106,0.3092,0.2775,0.2879,0.2824,0.2806,0.2915,0.2879,0.2882
NAM.9,158253.4,59.1,25.7,148.7,10232.7,11503.8,9982.8,11513.1,11911.6,11316.9,12330.4,12926.2,13177.8,0.0647,0.0727,0.0631,0.0728,0.0753,0.0715,0.0779,0.0817,0.0833
NER.1,323964.1,30.8,25.6,46.5,107960.6,108449.7,103300.2,103934.8,98633.2,100663.8,99863.0,100028.1,99193.7,0.3332,0.3348,0.3189,0.3208,0.3045,0.3107,0.3083,0.3088,0.3062
NER.2,402748.5,36.5,21.3,60.1,39700.3,41590.5,42519.2,42756.1,47270.4,42981.7,43276.5,44726.0,46309.3,0.0986,0.1033,0.1056,0.1062,0.1174,0.1067,0.1075,0.1111,0.115
NER.3,1291401.3,60.2,51.3,68.0,121301.1,121428.5,124126.1,123749.6,129749.2,128852.4,128087.5,128735.7,134879.1,0.0939,0.094,0.0961,0.0958,0.1005,0.0998,0.0992,0.0997,0.1044
NER.4,2204425.9,84.0,60.2,143.7,231604.2,251472.7,252221.9,239668.5,254272.5,248969.7,242797.5,251507.7,241655.1,0.1051,0.1141,0.1144,0.1087,0.1153,0.1129,0.1101,0.1141,0.1096
NER.5,633973.1,17.9,10.5,18.2,409703.7,409537.9,391758.1,375763.5,392976.4,392677.1,376466.2,395212.9,376856.0,0.6462,0.646,0.6179,0.5927,0.6199,0.6194,0.5938,0.6234,0.5944
NER.6,2248802.3,99.9,71.3,133.8,181053.5,191671.1,193966.9,208530.7,200642.2,193528.9,201964.3,197420.1,214586.1,0.0805,0.0852,0.0863,0.0927,0.0892,0.0861,0.0898,0.0878,0.0954
NER.7,1760009.9,85.7,69.9,115.6,115595.7,123866.5,121341.9,126394.8,127883.6,124216.5,147197.9,155525.0,174927.0,0.0657,0.0704,0.0689,0.0718,0.0727,0.0706,0.0836,0.0884,0.0994
NER.8,2389233.1,61.8,45.1,106.3,236289.8,239804.1,236420.7,221225.5,240070.7,242727.0,227716.2,245777.5,228859.0,0.0989,0.1004,0.099,0.0926,0.1005,0.1016,0.0953,0.1029,0.0958
NGA.1,1972509.9,248.3,154.2,487.1,1057832.0,1049743.9,1022783.0,1112750.7,1017577.9,941744.6,910371.9,993366.3,858533.4,0.5363,0.5322,0.5185,0.5641,0.5159,0.4774,0.4615,0.5036,0.4352
NGA.10,2922217.3,2683.9,2395.8,3073.8,1850096.5,1851062.5,1734192.6,1758933.2,1655081.8,1717367.0,1792669.2,1819159.7,1842565.4,0.6331,0.6334,0.5935,0.6019,0.5664,0.5877,0.6135,0.6225,0.6305
NGA.11,1513498.3,225.7,96.3,370.2,275552.1,256304.4,224415.7,231414.7,240167.6,202973.6,183749.4,267651.7,262749.9,0.1821,0.1693,0.1483,0.1529,0.1587,0.1341,0.1214,0.1768,0.1736
NGA.12,2228085.5,246.0,139.4,888.8,1396456.9,1390859.7,1330770.4,1319946.4,1225806.3,1221697.8,1197955.0,1246749.5,1244245.2,0.6268,0.6242,0.5973,0.5924,0.5502,0.5483,0.5377,0.5596,0.5584
NGA.13,1702220.8,543.9,265.4,705.5,1083126.0,1050601.7,963354.1,862871.3,725336.6,713940.0,857091.0,838337.9,841136.8,0.6363,0.6172,0.5659,0.5069,0.4261,0.4194,0.5035,0.4925,0.4941
NGA.14,2280950.2,297.3,150.0,547.6,884956.2,882348.2,873586.3,893160.7,875202.7,798740.1,709843.0,813812.1,811666.9,0.388,0.3868,0.383,0.3916,0.3837,0.3502,0.3112,0.3568,0.3558
NGA.15,1705721.6,75.5,43.5,125.2,1089659.2,1083542.4,1118946.6,1110381.4,1119064.3,1097830.0,1093044.8,1071359.2,1086249.5,0.6388,0.6352,0.656,0.651,0.6561,0.6436,0.6408,0.6281,0.6368
NGA.16,1730805.3,1541.5,58.3,5934.7,568462.9,596457.9,544666.6,548450.6,523448.8,478095.1,435040.5,390684.7,306173.2,0.3284,0.3446,0.3147,0.3169,0.3024,0.2762,0.2514,0.2257,0.1769
NGA.17,2798788.8,447.4,249.8,759.2,1412994.8,1363061.2,1252761.1,1227069.8,1057351.6,1053382.6,800957.4,1212058.9,1108283.2,0.5049,0.487,0.4476,0.4384,0.3778,0.3764,0.2862,0.4331,0.396
NGA.18,3091228.4,309.6,213.3,432.7,585106.7,493237.3,534184.3,569106.6,621046.0,613083.1,628640.1,657210.9,567071.2,0.1893,0.1596,0.1728,0.1841,0.2009,0.1983,0.2034,0.2126,0.1834
NGA.19,4369077.9,201.4,110.5,291.7,1707637.2,1677724.4,1696074.6,1661848.0,1706793.9,1684572.9,1715301.7,1715788.9,1594165.6,0.3908,0.384,0.3882,0.3804,0.3907,0.3856,0.3926,0.3927,0.3649
NGA.2,2209976.1,190.9,84.6,296.0,506174.9,539565.7,471756.9,505078.8,540785.3,558833.1,574470.0,574764.4,568640.5,0.229,0.2442,0.2135,0.2285,0.2447,0.2529,0.2599,0.2601,0.2573
NGA.20,6910756.5,583.8,321.2,838.7,2914279.4,2798756.2,2863299.3,3031323.3,3157870.0,3126261.8,3146223.4,3146084.4,2988484.5,0.4217,0.405,0.4143,0.4386,0.4569,0.4524,0.4553,0.4552,0.4324
NGA.21,4161220.7,353.4,239.3,489.6,1095961.8,1044859.0,1031540.6,977006.1,1101720.6,1113215.8,1102657.2,1076573.9,985631.4,0.2634,0.2511,0.2479,0.2348,0.2648,0.2675,0.265,0.2587,0.2369
NGA.22,2362676.2,222.7,125.6,345.5,566569.5,570828.0,569429.8,606024.7,575522.1,548334.0,622685.5,646397.7,560328.1,0.2398,0.2416,0.241,0.2565,0.2436,0.2321,0.2636,0.2736,0.2372
NGA.23,2343033.7,849.6,182.0,1534.7,844726.2,844512.8,698786.7,733231.2,611927.0,545492.7,639660.2,681059.0,692541.3,0.3605,0.3604,0.2982,0.3129,0.2612,0.2328,0.273,0.2907,0.2956
NGA.24,1666209.9,171.3,106.9,442.9,881493.9,882063.4,869974.3,793595.4,777437.3,792076.2,779210.2,790974.6,817166.8,0.529,0.5294,0.5221,0.4763,0.4666,0.4754,0.4677,0.4747,0.4904
NGA.25,6531626.4,721.2,245.1,1492.3,5033436.0,5040205.4,4893652.3,5105265.9,4913391.2,4909524.8,5116664.8,4973410.3,5125991.6,0.7706,0.7717,0.7492,0.7816,0.7522,0.7517,0.7834,0.7614,0.7848
NGA.26,1316406.6,98.4,57.2,154.0,346298.2,350506.0,347065.4,349029.3,333549.2,316612.8,333112.9,357900.9,353729.2,0.2631,0.2663,0.2636,0.2651,0.2534,0.2405,0.253,0.2719,0.2687
NGA.27,2903891.3,237.0,133.6,390.7,881233.6,902527.7,903569.2,871674.5,857667.1,793912.1,750707.3,769417.4,763642.4,0.3035,0.3108,0.3112,0.3002,0.2954,0.2734,0.2585,0.265,0.263
NGA.28,2711799.5,287.4,163.3,488.0,1700110.0,1672215.9,1625079.7,1620120.8,1600735.8,1598584.8,1570639.7,1581559.9,1604272.1,0.6269,0.6166,0.5993,0.5974,0.5903,0.5895,0.5792,0.5832,0.5916
NGA.29,2441116.2,655.3,300.2,964.7,1161741.2,1084326.7,959757.4,902239.7,705498.7,659556.3,824133.5,873845.6,917135.1,0.4759,0.4442,0.3932,0.3696,0.289,0.2702,0.3376,0.358,0.3757
NGA.3,2816337.5,1280.5,772.0,2403.3,1082329.7,989296.4,1109447.3,1118127.6,1111854.7,815952.0,765985.9,876492.8,707589.5,0.3843,0.3513,0.3939,0.397,0.3948,0.2897,0.272,0.3112,0.2512
NGA.30,2456543.0,1134.6,228.8,2419.4,1297371.1,1282581.4,1228098.7,1212119.3,1125691.1,1110811.3,1201522.8,1207509.6,1238056.1,0.5281,0.5221,0.4999,0.4934,0.4582,0.4522,0.4891,0.4915,0.504
NGA.31,4050076.5,488.5,185.9,845.5,2599597.1,2461057.1,2473580.5,2413014.3,2270735.3,2291370.5,2338262.4,2425827.5,2468970.7,0.6419,0.6077,0.6107,0.5958,0.5607,0.5658,0.5773,0.599,0.6096
NGA.32,2266369.3,114.3,81.8,180.3,486343.0,552212.8,530708.3,503749.0,510322.5,480473.2,485021.2,495808.3,464841.6,0.2146,0.2437,0.2342,0.2223,0.2252,0.212,0.214,0.2188,0.2051
NGA.33,3693354.9,7708.4,6672.4,8757.2,2558254.5,2557254.1,2461964.9,2392982.9,2417997.8,2428656.7,2325193.0,2478354.9,2366128.2,0.6927,0.6924,0.6666,0.6479,0.6547,0.6576,0.6296,0.671,0.6406
NGA.34,2677478.2,250.9,128.4,381.3,706259.2,730090.0,517604.8,483243.9,569895.3,616962.4,708178.0,592611.5,478378.0,0.2638,0.2727,0.1933,0.1805,0.2128,0.2304,0.2645,0.2213,0.1787
NGA.35,1602540.2,133.1,73.9,233.9,142180.9,182918.7,143705.0,154412.2,162256.7,155746.8,158913.9,168235.8,180444.4,0.0887,0.1141,0.0897,0.0964,0.1012,0.0972,0.0992,0.105,0.1126
NGA.36,1736619.6,183.5,113.2,300.7,301802.1,275109.4,270624.0,298926.2,320221.7,317191.1,367464.4,379580.9,372534.8,0.1738,0.1584,0.1558,0.1721,0.1844,0.1826,0.2116,0.2186,0.2145
NGA.37,2359131.9,145.8,95.0,197.1,391084.5,436035.3,394461.4,354841.4,411417.8,432963.1,431942.1,427485.7,412012.2,0.1658,0.1848,0.1672,0.1504,0.1744,0.1835,0.1831,0.1812,0.1746
NGA.4,2889700.4,683.3,258.7,1380.6,1666231.4,1668861.6,1524504.3,1554038.5,1441067.1,1527418.0,1628290.7,1677402.1,1715488.3,0.5766,0.5775,0.5276,0.5378,0.4987,0.5286,0.5635,0.5805,0.5937
NGA.5,3402144.7,167.0,91.3,221.0,567828.1,570115.7,531104.0,540618.5,527796.1,458504.0,411385.2,416378.2,391988.2,0.1669,0.1676,0.1561,0.1589,0.1551,0.1348,0.1209,0.1224,0.1152
NGA.6,1121458.3,5122.2,4937.3,5292.2,636543.7,648846.4,631347.7,623336.8,598257.3,604254.3,596024.5,646057.5,600409.0,0.5676,0.5786,0.563,0.5558,0.5335,0.5388,0.5315,0.5761,0.5354
NGA.7,3006476.9,211.0,134.9,319.3,657577.6,648967.2,579248.6,640665.9,648074.2,583965.6,586605.3,627576.4,644258.3,0.2187,0.2159,0.1927,0.2131,0.2156,0.1942,0.1951,0.2087,0.2143
NGA.8,3081874.1,248.5,148.7,344.1,662988.4,640220.7,550362.7,532413.2,553884.3,567831.9,593705.3,619137.8,623762.4,0.2151,0.2077,0.1786,0.1728,0.1797,0.1842,0.1926,0.2009,0.2024
NGA.9,2005420.4,971.8,216.7,1750.6,663715.3,592543.9,556069.5,596639.3,540336.2,514756.2,451945.0,532449.2,511650.4,0.331,0.2955,0.2773,0.2975,0.2694,0.2567,0.2254,0.2655,0.2551
NIC.1,265241.7,300.3,268.3,322.8,38981.6,38769.3,36202.0,34144.2,36452.7,36778.6,37573.3,37411.2,36318.5,0.147,0.1462,0.1365,0.1287,0.1374,0.1387,0.1417,0.141,0.1369
NIC.10,17326.1,54.2,42.6,69.1,6428.6,6458.4,5007.6,5895.3,5454.2,5371.6,6209.0,5104.4,6409.1,0.371,0.3728,0.289,0.3403,0.3148,0.31,0.3584,0.2946,0.3699
NIC.11,206415.6,95.5,76.3,111.8,80744.4,82174.7,72033.4,68946.1,73184.4,74383.9,71219.0,79524.9,70219.4,0.3912,0.3981,0.349,0.334,0.3545,0.3604,0.345,0.3853,0.3402
NIC.12,87263.2,82.1,65.9,100.9,20644.8,21842.9,20444.6,23891.5,21164.1,23029.4,28085.0,23755.2,26827.4,0.2366,0.2503,0.2343,0.2738,0.2425,0.2639,0.3218,0.2722,0.3074
NIC.13,812722.3,103.2,50.2,177.3,265042.4,265832.9,246980.7,243688.0,247633.9,248934.1,245233.9,254498.3,246322.7,0.3261,0.3271,0.3039,0.2998,0.3047,0.3063,0.3017,0.3131,0.3031
NIC.14,189138.6,118.5,78.4,142.6,97548.7,97931.5,92512.7,85978.5,92921.5,92910.8,86006.1,89345.0,86011.4,0.5158,0.5178,0.4891,0.4546,0.4913,0.4912,0.4547,0.4724,0.4548
NIC.15,337332.1,142.2,85.6,174.6,70522.0,71247.4,71788.2,65094.4,73831.1,76790.8,67765.2,76667.7,67745.8,0.2091,0.2112,0.2128,0.193,0.2189,0.2276,0.2009,0.2273,0.2008
NIC.16,140100.9,96.9,67.2,124.4,39867.3,39995.1,38608.4,36530.7,38924.7,39693.1,38404.5,40335.9,38448.1,0.2846,0.2855,0.2756,0.2607,0.2778,0.2833,0.2741,0.2879,0.2744
NIC.17,68079.4,163.8,150.2,169.8,8651.8,9502.7,8577.6,9831.8,9610.6,10058.0,10887.1,10382.2,11239.4,0.1271,0.1396,0.126,0.1444,0.1412,0.1477,0.1599,0.1525,0.1651
NIC.18,80914.7,108.8,95.8,119.2,34412.1,35537.3,32576.5,32527.4,33075.7,33426.9,33605.9,36742.1,34761.2,0.4253,0.4392,0.4026,0.402,0.4088,0.4131,0.4153,0.4541,0.4296
NIC.2,206413.2,412.1,381.7,462.4,29298.2,30424.9,30062.3,29591.5,31502.3,31264.3,31190.1,31911.4,31350.4,0.1419,0.1474,0.1456,0.1434,0.1526,0.1515,0.1511,0.1546,0.1519
NIC.3,91895.6,50.0,38.6,58.6,16326.9,16704.1,14182.6,13683.5,14422.8,15160.0,15210.1,17846.3,15054.2,0.1777,0.1818,0.1543,0.1489,0.1569,0.165,0.1655,0.1942,0.1638
NIC.4,101166.6,79.8,51.1,168.9,50881.3,51630.5,45375.1,48702.7,45802.2,45440.0,49708.8,50756.2,51055.8,0.5029,0.5104,0.4485,0.4814,0.4527,0.4492,0.4914,0.5017,0.5047
NIC.5,225492.4,285.0,261.4,306.9,88124.9,90265.5,93968.3,66882.8,96379.5,98909.3,69936.0,93743.0,70106.0,0.3908,0.4003,0.4167,0.2966,0.4274,0.4386,0.3101,0.4157,0.3109
NIC.6,87436.9,69.0,54.7,78.7,18546.9,18817.0,17301.2,18874.8,17611.8,17744.9,19548.3,18688.8,19560.2,0.2121,0.2152,0.1979,0.2159,0.2014,0.2029,0.2236,0.2137,0.2237
NIC.7,129957.0,47.8,36.4,60.6,40849.9,40987.7,40052.1,33602.3,41072.8,43281.9,35957.7,41272.1,34781.8,0.3143,0.3154,0.3082,0.2586,0.316,0.333,0.2767,0.3176,0.2676
NIC.8,92444.8,57.3,37.2,82.2,42559.6,43204.9,36139.6,40754.4,36789.7,36748.9,41876.6,39857.3,42173.3,0.4604,0.4674,0.3909,0.4409,0.398,0.3975,0.453,0.4311,0.4562
NIC.9,275891.7,65.4,49.8,88.9,37205.4,37818.4,37270.6,32668.2,37185.8,40817.7,35871.6,39688.9,35686.8,0.1349,0.1371,0.1351,0.1184,0.1348,0.1479,0.13,0.1439,0.1294
NPL.1,6790475.3,70.0,17.0,6615.7,3275782.8,3282162.2,3126498.4,3208764.1,3255155.5,3240566.7,3338553.7,3219571.3,3375142.9,0.4824,0.4833,0.4604,0.4725,0.4794,0.4772,0.4917,0.4741,0.497
NPL.2,3925669.3,40.4,8.8,506.4,1321055.0,1307151.2,1245471.7,1282233.6,1337901.0,1276128.3,1354102.4,1377988.2,1449217.4,0.3365,0.333,0.3173,0.3266,0.3408,0.3251,0.3449,0.351,0.3692
NPL.3,1871574.4,40.5,11.9,338.8,148724.2,161745.4,133121.8,105959.0,140873.4,140934.7,144550.7,190669.3,232938.4,0.0795,0.0864,0.0711,0.0566,0.0753,0.0753,0.0772,0.1019,0.1245
NPL.4,2098536.7,68.4,16.0,765.7,266321.4,228146.5,221196.6,192409.4,233725.7,209797.1,206518.4,243902.2,249174.1,0.1269,0.1087,0.1054,0.0917,0.1114,0.1,0.0984,0.1162,0.1187
NPL.5,2930209.1,49.1,11.6,1030.1,826705.4,715558.2,646113.3,585534.7,706872.3,641171.3,688963.0,737066.9,716804.8,0.2821,0.2442,0.2205,0.1998,0.2412,0.2188,0.2351,0.2515,0.2446
PAK.2,4243784.8,363.9,322.5,538.6,1622678.6,1531323.7,1366836.6,1278485.3,1326226.2,2052934.7,1354055.8,1352508.1,1349944.8,0.3824,0.3608,0.3221,0.3013,0.3125,0.4838,0.3191,0.3187,0.3181
PAK.3,2648009.8,20.6,4.0,81.4,708974.2,623070.4,429583.0,367219.2,408384.6,594575.2,404196.4,412713.6,402277.1,0.2677,0.2353,0.1622,0.1387,0.1542,0.2245,0.1526,0.1559,0.1519
PAK.4,1158161.2,11.0,8.6,17.5,798990.8,798990.8,754950.6,750767.6,754950.6,754950.6,750767.6,762545.9,750104.3,0.6899,0.6899,0.6519,0.6482,0.6519,0.6519,0.6482,0.6584,0.6477
PAK.5,17369008.4,112.7,76.5,415.8,9350749.2,8994173.6,8152016.7,8082439.9,7975784.2,9267198.6,8701446.8,8633498.3,8661013.9,0.5384,0.5178,0.4693,0.4653,0.4592,0.5335,0.501,0.4971,0.4986
PAK.7,66576137.0,86.6,34.9,308.8,40928942.5,40148428.2,36798625.1,37517280.0,38294178.0,40636076.2,39070032.0,38392605.2,38267024.5,0.6148,0.603,0.5527,0.5635,0.5752,0.6104,0.5868,0.5767,0.5748
PAK.8,25393462.9,1326.0,984.4,1814.0,13434432.8,13449680.1,12145920.6,11863238.2,11332780.1,12191288.6,11806999.9,10864796.5,11194623.1,0.5291,0.5297,0.4783,0.4672,0.4463,0.4801,0.465,0.4279,0.4408
